year,district,constituency,link
1952,NADIA,RANAGHAT,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/NADIA/RANAGHAT/1952---RANAGHAT-(2087)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/NADIA/RANAGHAT/1952---RANAGHAT-(2087)-PART-2.pdf"
1952,NADIA,SANTIPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/NADIA/SANTIPUR/1952---SANTIPUR-(828).pdf
1952,NADIA,TEHATTA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/NADIA/TEHATTA/1952---TEHATTA-(738).pdf
1952,TWENTY FOUR PARGANAS,BASIRHAT,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/BASIRHAT/1952---BASIRHAT%20(24-PARGANA)-(859).pdf
1952,TWENTY FOUR PARGANAS,BEHALA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/BEHALA/1952---BEHALA%20(24-PARGANAS)-(748).pdf
1952,TWENTY FOUR PARGANAS,BHANGAR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/BHANGAR/1952---BHANGAR(24-PARGANAS)-(1573)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/BHANGAR/1952---BHANGAR(24-PARGANAS)-(1573)-PART-2.pdf"
1952,TWENTY FOUR PARGANAS,BISHNUPORE,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/BISHNUPORE/1952---BISHNUPORE%20(24-PARGANAS)-(1599)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/BISHNUPORE/1952---BISHNUPORE%20(24-PARGANAS)-(1599)-PART-2.pdf"
1952,TWENTY FOUR PARGANAS,BUDGE BUDGE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/BUDGE%20BUDGE/1952---BUDGE%20BUDGE%20(24-PARGANAS)-(668).pdf
1952,TWENTY FOUR PARGANAS,DEGANGA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/DEGANGA/1952---DEGANGA(24-PARGANAS)-(965).pdf
1952,TWENTY FOUR PARGANAS,DIAMOND HARBOUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/DIAMOND%20HARBOUR/1952---DIAMOND%20HARBOUR%20(24-PARGANAS)-(1016).pdf
1952,TWENTY FOUR PARGANAS,DUMDUM,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/DUMDUM/1952---DUMDUM(24-PARGANAS)-(697).pdf
1952,TWENTY FOUR PARGANAS,FALTA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/FALTA/1952---FALTA%20(24-PARGANAS)-(982).pdf
1952,TWENTY FOUR PARGANAS,GAIGHATA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/GAIGHATA/1952---GAIGHATA%20(24-PARGANAS)-(1160).pdf
1952,TWENTY FOUR PARGANAS,GARDEN REACH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/GARDEN%20REACH/1952---GARDEN%20REACH%20(24%20-PARGANAS)-(561).pdf
1952,TWENTY FOUR PARGANAS,HAROA SANDESKHALI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/HAROA%20SANDESKHALI/1952---HAROA-SANDESKHALI(24%20PARGANAS)-(1639)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/HAROA%20SANDESKHALI/1952---HAROA-SANDESKHALI(24%20PARGANAS)-(1639)-PART-2.pdf"
1952,TWENTY FOUR PARGANAS,HASNABAD,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/HASNABAD/1952---HASNABAD%20(24-PARGANAS)-(1545)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/HASNABAD/1952---HASNABAD%20(24-PARGANAS)-(1545)-PART-2.pdf"
1952,TWENTY FOUR PARGANAS,JOYNAGAR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/JOYNAGAR/1952---JOYNAGAR%20(24-PARGANAS)-(1662)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/JOYNAGAR/1952---JOYNAGAR%20(24-PARGANAS)-(1662)-PART-2.pdf"
1952,TWENTY FOUR PARGANAS,KULPI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/KULPI/1952---KULPI(24-PARGANAS)-(1787)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/KULPI/1952---KULPI(24-PARGANAS)-(1787)-PART-2.pdf"
1952,TWENTY FOUR PARGANAS,MAGRAHAT,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/MAGRAHAT/1952---MAGRAHAT(24%20PARGANAS)-(%201589)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/MAGRAHAT/1952---MAGRAHAT(24%20PARGANAS)-(%201589)-PART-2.pdf"
1952,TWENTY FOUR PARGANAS,MATHURAPUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/MATHURAPUR/1952---MATHURAPUR%20(24-PARGANAS)-(1655)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/MATHURAPUR/1952---MATHURAPUR%20(24-PARGANAS)-(1655)-PART-2.pdf"
1952,TWENTY FOUR PARGANAS,SAGAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/SAGAR/1952---SAGAR%20(24-PARGANAS)-(776).pdf
1952,TWENTY FOUR PARGANAS,SANTIPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/SANTIPUR/1952---SANTIPUR(24%20PARGANAS)-(1148).pdf
1952,TWENTY FOUR PARGANAS,SWARUPNAGAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/SWARUPNAGAR/1952---SWARUPNAGAR%20(24-PARGANAS)-(927).pdf
1952,TWENTY FOUR PARGANAS,TOLLYGUNGE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/TOLLYGUNGE/1952---TOLLYGUNGE(24-PARGANAS)-(517).pdf
1952,WEST DINAJPUR,BALURGHAT,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/WEST%20DINAJPUR/BALURGHAT/1952---BALURGHAT-(2984)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/WEST%20DINAJPUR/BALURGHAT/1952---BALURGHAT-(2984)-PART-2.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/WEST%20DINAJPUR/BALURGHAT/1952---BALURGHAT-(2984)-PART-3.pdf"
1952,WEST DINAJPUR,GANGARAMPUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/WEST%20DINAJPUR/GANGARAMPUR/1952---GANGARAMPUR-(1389)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/WEST%20DINAJPUR/GANGARAMPUR/1952---GANGARAMPUR-(1389)-PART-2.pdf"
1952,WEST DINAJPUR,ITAHAR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/WEST%20DINAJPUR/ITAHAR/1952--ITAHAR-(1479)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/WEST%20DINAJPUR/ITAHAR/1952--ITAHAR-(1479)-PART-2.pdf"
1952,WEST DINAJPUR,RAIGANJ,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/WEST%20DINAJPUR/RAIGANJ/1952---RAIGANJ-(2962)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/WEST%20DINAJPUR/RAIGANJ/1952---RAIGANJ-(2962)-PART-2.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/WEST%20DINAJPUR/RAIGANJ/1952---RAIGANJ-(2962)-PART-3.pdf"
1956,BANKURA,BANKURA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BANKURA/BANKURA/1956---BANKURA%20A.C(BANKURA)-(%201888)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BANKURA/BANKURA/1956---BANKURA%20A.C(BANKURA)-(%201888)-PART-2.pdf"
1956,BANKURA,BISHNUPORE,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BANKURA/BISHNUPORE/1956---BISHNUPORE%20A.C(BANKURA)-(2138)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BANKURA/BISHNUPORE/1956---BISHNUPORE%20A.C(BANKURA)-(2138)-PART-2.pdf"
1956,BANKURA,CHHATNA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BANKURA/CHHATNA/1956---CHHATNA%20A.C(BANKURA)-(1843)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BANKURA/CHHATNA/1956---CHHATNA%20A.C(BANKURA)-(1843)-PART-2.pdf"
1956,BANKURA,KOTULPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BANKURA/KOTULPUR/1956---KOTULPUR%20A.C(BANKURA)-(1008).pdf
1956,BANKURA,ONDA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BANKURA/ONDA/1956---ONDA%20%20A.C%20(BANKURA)-(1887)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BANKURA/ONDA/1956---ONDA%20%20A.C%20(BANKURA)-(1887)-PART-2.pdf"
1956,BANKURA,PATRASAYER,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BANKURA/PATRASAYER/1956---PATRASAYER%20A.C(BANKURA)-(%201842)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BANKURA/PATRASAYER/1956---PATRASAYER%20A.C(BANKURA)-(%201842)-PART-2.pdf"
1956,BANKURA,RAIPUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BANKURA/RAIPUR/1956---RAIPUR%20A.C(BANKURA)-(%201722)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BANKURA/RAIPUR/1956---RAIPUR%20A.C(BANKURA)-(%201722)-PART-2.pdf"
1956,BIRBHUM,BOLPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BIRBHUM/BOLPUR/1956---BOLPUR%20A.C(BIRBHUM)-(940).pdf
1956,BIRBHUM,LABPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BIRBHUM/LABPUR/1956---LABPUR%20A.C.(BIRBHUM)-(1057).pdf
1956,BIRBHUM,NALHATI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BIRBHUM/NALHATI/1956---NALHATI%20A.C(BIRBHUM)-(1607)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BIRBHUM/NALHATI/1956---NALHATI%20A.C(BIRBHUM)-(1607)-PART-2.pdf"
1956,BIRBHUM,RAJNAGAR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BIRBHUM/RAJNAGAR/1956---RAJNAGAR%20A.C(BIRBHUM)-(%202074)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BIRBHUM/RAJNAGAR/1956---RAJNAGAR%20A.C(BIRBHUM)-(%202074)-PART-2.pdf"
1956,BIRBHUM,RAMPURHAT,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BIRBHUM/RAMPURHAT/1956---RAMPURHAT%20%20A.C(BIRBHUM)-(%201874)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BIRBHUM/RAMPURHAT/1956---RAMPURHAT%20%20A.C(BIRBHUM)-(%201874)-PART-2.pdf"
1956,BIRBHUM,SURI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BIRBHUM/SURI/1956---SURI%20A.C(BIRBHUM)-(1881)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BIRBHUM/SURI/1956---SURI%20A.C(BIRBHUM)-(1881)-PART-2.pdf"
1956,BURDWAN,ASANSOL,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BURDWAN/ASANSOL/1956---ASANSOL%20A.C(BURDWAN)-(727).pdf
1956,BURDWAN,AUSGRAM,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BURDWAN/AUSGRAM/1956---AUSGRAM%20A.C(BURDWAN)-(814).pdf
1956,BURDWAN,BHATAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BURDWAN/BHATAR/1956---BHATAR%20A.C(BURDWAN)-(936).pdf
1956,BURDWAN,BURDWAN,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BURDWAN/BURDWAN/1956---BURDWAN%20A.C(BURDWAN)-(913).pdf
1956,BURDWAN,GALSI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BURDWAN/GALSI/1956---GALSI%20A.C(BURDWAN)-(1661)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BURDWAN/GALSI/1956---GALSI%20A.C(BURDWAN)-(1661)-PART-2.pdf"
1956,BURDWAN,HIRAPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BURDWAN/HIRAPUR/1956---HIRAPUR%20A.C(BURDWAN)-(616).pdf
1956,BURDWAN,JAMURIA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BURDWAN/JAMURIA/1956---JAMURIA%20A.C(BURDWAN)-(1260)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BURDWAN/JAMURIA/1956---JAMURIA%20A.C(BURDWAN)-(1260)-PART-2.pdf"
1956,BURDWAN,KALNA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BURDWAN/KALNA/1956---KALNA%20A.C(BURDWAN)-(%201853)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BURDWAN/KALNA/1956---KALNA%20A.C(BURDWAN)-(%201853)-PART-2.pdf"
1956,BURDWAN,KATWA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BURDWAN/KATWA/1956---KATWA%20A.C(BURDWAN)-(909).pdf
1956,BURDWAN,KULTI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BURDWAN/KULTI/1956---KULTI%20A.C(BURDWAN)-(507).pdf
1956,BURDWAN,MONTESWAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BURDWAN/MONTESWAR/1956---MONTESWAR%20A.C(BURDWAN)-(860).pdf
1956,BURDWAN,ONDAL,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BURDWAN/ONDAL/1956---ONDAL%20A.C(BURDWAN)-(1403)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BURDWAN/ONDAL/1956---ONDAL%20A.C(BURDWAN)-(1403)-PART-2.pdf"
1956,BURDWAN,PURBASTHALI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/BURDWAN/PURBASTHALI/1956---PURBASTHALI%20A.C%20(BURDWAN)-(807).pdf
1956,CALCUTTA,ALIPORE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/ALIPORE/1956--149-ALIPORE%20A.C%20(CALCUTTA)-(789).pdf
1956,CALCUTTA,BARABAZAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/BARABAZAR/1956--137-BARABAZAR%20(CALCUTTA)-(825).pdf
1956,CALCUTTA,BELGACHIA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/BELGACHIA/1956--BELGACHIA%20(CALCUTTA)-(879).pdf
1956,CALCUTTA,BELIAGHATA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/BELIAGHATA/1956--140-BELIAGHATA%20A.C%20(CALCUTTA)-(%201744%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/BELIAGHATA/1956--140-BELIAGHATA%20A.C%20(CALCUTTA)-(%201744%20)-PART-2.pdf"
1956,CALCUTTA,BHAWANIPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/BHAWANIPUR/1956--146-BHAWANIPUR%20(CALCUTTA)-(979).pdf
1956,CALCUTTA,BOWBAZAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/BOWBAZAR/1956--141-BOWBAZAR%20%20A.C%20(CALCUTTA)-(944).pdf
1956,CALCUTTA,BULLYGUNGE,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/BULLYGUNGE/1956--147-BULLYGUNGE%20A.C%20(CALCUTTA)-(1042%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/BULLYGUNGE/1956--147-BULLYGUNGE%20A.C%20(CALCUTTA)-(1042%20)-PART-2.pdf"
1956,CALCUTTA,BURTOLA NORTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/BURTOLA%20NORTH/1956--132-BURTOLA-NORTH%20(CALCUTTA)-(901).pdf
1956,CALCUTTA,CHOWRANGHEE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/CHOWRANGHEE/1956--145-CHOWRANGHEE%20(CALCUTTA)-(755).pdf
1956,CALCUTTA,COSSIPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/COSSIPUR/1956--129-COSSIPUR%20(CALCUTTA)-(757).pdf
1956,CALCUTTA,EKBALPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/EKBALPUR/1956--151-EKBALPUR%20(CALCUTTA)-(832).pdf
1956,CALCUTTA,ENTALLY,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/ENTALLY/1956--144-ENTALLY%20(CALCUTTA)-(850).pdf
1956,CALCUTTA,FORT PORT AREA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/FORT%20PORT%20AREA/1956--162-FORT/PORT%20AREA%20(CALCUTTA)-(656).pdf
1956,CALCUTTA,JORASANKO,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/JORASANKO/1956--136-JORASANKO%20(CALCUTTA)-(775).pdf
1956,CALCUTTA,MUCHIPARA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/MUCHIPARA/1956--142-MUCHIPARA%20(CALCUTTA)-(778).pdf
1956,CALCUTTA,RASHBIHARI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/RASHBIHARI/1956--148-RASHBIHARI%20%20A.C%20(CALCUTTA)-(959).pdf
1956,CALCUTTA,SHAYAMPUKUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/SHAYAMPUKUR/1956--131-SHAYAMPUKUR%20(CALCUTTA)-(898).pdf
1956,CALCUTTA,SUKEA STREET,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/SUKEA%20STREET/1956--138-SUKEA%20STREET%20(CALCUTTA)-(766).pdf
1956,CALCUTTA,TALTOLA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/TALTOLA/1956--143-TALTOLA%20(CALCUTTA)-(766).pdf
1956,CALCUTTA,TOLLYGUNGE,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/TOLLYGUNGE/1956--TOLLYGUNGE%20(CALCUTTA)-(1376%20)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/TOLLYGUNGE/1956--TOLLYGUNGE%20(CALCUTTA)-(1376%20)-PART-2.pdf"
1956,CALCUTTA,VIDYASAGAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/CALCUTTA/VIDYASAGAR/1956--139-VIDYASAGAR%20(CALCUTTA)-(835).pdf
1956,COOCHBEHAR,COOCHBEHAR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/COOCHBEHAR/COOCHBEHAR/1956---COOCHBEHAR%20A.C(COOCHBEHAR)-(1504)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/COOCHBEHAR/COOCHBEHAR/1956---COOCHBEHAR%20A.C(COOCHBEHAR)-(1504)-PART-2.pdf"
1956,COOCHBEHAR,DINHATA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/COOCHBEHAR/DINHATA/1956----DINHATA%20A.C(COOCH%20BEHAR)-(2199)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/COOCHBEHAR/DINHATA/1956----DINHATA%20A.C(COOCH%20BEHAR)-(2199)-PART-2.pdf"
1956,COOCHBEHAR,MATHABHANGA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/COOCHBEHAR/MATHABHANGA/1956---MATHABHANGA%20A.C(COOCHBEHAR)-(1024).pdf
1956,COOCHBEHAR,MEKLIGANJ,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/COOCHBEHAR/MEKLIGANJ/1956---MEKLIGANJ%20A.C(CHOOCHBEHAR)-(805).pdf
1956,COOCHBEHAR,TUFANGANJ,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/COOCHBEHAR/TUFANGANJ/1956---TUFANGANJ%20A.C(COOCHBEHAR)-(1129).pdf
1956,HOOGHLY,ARAMBAGH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOOGHLY/ARAMBAGH/1956---ARAMBAGH%20A.C(HOOGHLY)-(935).pdf
1956,HOOGHLY,BALAGARH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOOGHLY/BALAGARH/1956---BALAGARH%20A.C(HOOGHLY)-(949).pdf
1956,HOOGHLY,BHADRESWAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOOGHLY/BHADRESWAR/1956---BHADRESWAR%20A.C(HOOGHLY)-(1128).pdf
1956,HOOGHLY,CHANDANNAGAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOOGHLY/CHANDANNAGAR/1956---CHANDANNAGAR%20A.C.(HOOGHLY)-(951).pdf
1956,HOOGHLY,CHINSURAH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOOGHLY/CHINSURAH/1956---CHINSURAH%20A.C(HOOGHLY)-(1006).pdf
1956,HOOGHLY,DHANIAKHALI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOOGHLY/DHANIAKHALI/1956---DHANIAKHALI%20%20A.C(HOOGHLY)-(1724)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOOGHLY/DHANIAKHALI/1956---DHANIAKHALI%20%20A.C(HOOGHLY)-(1724)-PART-2.pdf"
1956,HOOGHLY,JANGIPARA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOOGHLY/JANGIPARA/1956---JANGIPARA%20A.C.(HOOGHLY)-(%201773)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOOGHLY/JANGIPARA/1956---JANGIPARA%20A.C.(HOOGHLY)-(%201773)-PART-2.pdf"
1956,HOOGHLY,KHANAKUL,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOOGHLY/KHANAKUL/1956---KHANAKUL%20A.C(HOOGHLY)-(1767)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOOGHLY/KHANAKUL/1956---KHANAKUL%20A.C(HOOGHLY)-(1767)-PART-2.pdf"
1956,HOOGHLY,SERAMPURE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOOGHLY/SERAMPURE/1956---SERAMPURE%20A.C(HOOGHLY)-(1144).pdf
1956,HOOGHLY,SINGOOR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOOGHLY/SINGOOR/1956---SINGOOR%20A.C(HOOGHLY)-(1000).pdf
1956,HOOGHLY,TARAKESWAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOOGHLY/TARAKESWAR/1956---TARAKESWAR%20A.C(HOOGHLY)-(874).pdf
1956,HOOGHLY,UTTARPARA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOOGHLY/UTTARPARA/1956---UTTARPARA%20A.C(HOOGHLY)-(1045).pdf
1956,HOWRAH,AMTA EAST,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOWRAH/AMTA%20EAST/1956---AMTA%20EAST%20A.C(HOWRAH)-(767).pdf
1956,HOWRAH,BAGNAN,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOWRAH/BAGNAN/1956---BAGNAN%20A.C(HOWRAH)-(872).pdf
1956,HOWRAH,BALLY,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOWRAH/BALLY/1956---BALLY%20A.C(HOWRAH)-(1405)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOWRAH/BALLY/1956---BALLY%20A.C(HOWRAH)-(1405)-PART-2.pdf"
1956,HOWRAH,DOMJUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOWRAH/DOMJUR/1956---DOMJUR%20A.C(HOWRAH)-(839).pdf
1956,HOWRAH,HOWRAH EAST,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOWRAH/HOWRAH%20EAST/1956---HOWRAH%20EAST%20A.C(HOWRAH)-(976).pdf
1956,HOWRAH,HOWRAH SOUTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOWRAH/HOWRAH%20%20SOUTH/1956---HOWRAH%20%20SOUTH%20A.C(HOWRAH)-(1052).pdf
1956,HOWRAH,JAGATBALLAVPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOWRAH/JAGATBALLAVPUR/1956---JAGATBALLAVPUR%20A.C(HOWRAH)-(792).pdf
1956,HOWRAH,SANKRAIL,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOWRAH/SANKRAIL/1956---SANKRAIL%20A.C(HOWRAH)-(1504)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOWRAH/SANKRAIL/1956---SANKRAIL%20A.C(HOWRAH)-(1504)-PART-2.pdf"
1956,HOWRAH,SHYAMPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOWRAH/SHYAMPUR/1956---SHYAMPUR%20A.C(HOWRAH)-(867).pdf
1956,HOWRAH,ULUBERIA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOWRAH/ULUBERIA/1956---ULUBERIA%20A.C(HOWRAH)-(1620)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/HOWRAH/ULUBERIA/1956---ULUBERIA%20A.C(HOWRAH)-(1620)-PART-2.pdf"
1956,JALPAIGURI,FALAKATA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1956/JALPAIGURI/FALAKATA/1956---FALAKATA%20A.C(JALPAIGURI)-(787).pdf
