year,district,constituency,link,new_links
1952,HOOGHLY,HOOGHLY LOSABHA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOOGHLY/HOOGHLY%20LOSABHA/1952---HOOGHLY%20LOSABHA%20PARLAMENT%201ST%20PART-(3048)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOOGHLY/HOOGHLY%20LOSABHA/1952---HOOGHLY%20LOSABHA%20PARLAMENT%201ST%20PART-(3048)-PART-2.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOOGHLY/HOOGHLY%20LOSABHA/1952---HOOGHLY%20LOSABHA%20PARLAMENT%201ST%20PART-(3048)-PART-3.pdf","https://drive.google.com/file/d/1nsqVpJ6G7LoMVSCi9lFqIL_1TjNqwCGV/view?usp=sharing, https://drive.google.com/file/d/1MlgPqlW29h3P4AT2SqDdQ1l1ItpKgklY/view?usp=sharing, https://drive.google.com/file/d/16lvN4Wk-PTpFzV2PpsgVdLrZUZlHXn8F/view?usp=sharing"
1952,HOOGHLY,SINGOOR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOOGHLY/SINGOOR/1952---SINGOOR-(%201834)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOOGHLY/SINGOOR/1952---SINGOOR-(%201834)-PART-2.pdf","https://drive.google.com/file/d/1laj7ksw4bGCK1seD80oCjMGCJkuhfwNU/view?usp=sharing, https://drive.google.com/file/d/1xo6bK5GbW8QGAiZKgmAFdEtGq0qxXVjF/view?usp=sharing"
1952,HOOGHLY,TARAKESWAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOOGHLY/TARAKESWAR/1952---TARAKESWAR-(986).pdf,https://drive.google.com/file/d/1NztU2kcYK4kyO3XnJrxW_Jz9S5GpXXBP/view?usp=sharing
1952,HOOGHLY,UTTARPARA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOOGHLY/UTTARPARA/1952---UTTARPARA-(757).pdf,https://drive.google.com/file/d/1n0LzqryOTi_TtNFGHv9tSHSntlu8PKrP/view?usp=sharing
1952,HOWRAH,AMTA CENTRAL,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOWRAH/AMTA%20CENTRAL/1952---AMTA%20CENTRAL%20-(846).pdf,https://drive.google.com/file/d/1ocutQ_67Iy1dkQuuyMFcFkhcAQy8H7MR/view?usp=sharing
1952,HOWRAH,AMTA NORTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOWRAH/AMTA%20NORTH/1952---AMTA%20NORTH%20-(812).pdf,https://drive.google.com/file/d/1leblW0gczlWQH03zR3mN_prw_u4WKAip/view?usp=sharing
1952,HOWRAH,AMTA SOUTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOWRAH/AMTA%20SOUTH/1952---AMTA%20SOUTH%20-(707).pdf,https://drive.google.com/file/d/1un-E23f8HVpQDG8w__-NjVzwHm-bLskv/view?usp=sharing
1952,HOWRAH,BALLY,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOWRAH/BALLY/1952---BALLY%20-(765).pdf,https://drive.google.com/file/d/1gC_989drNhaADuTuU4SZrB5iIOT-ZkOx/view?usp=sharing
1952,HOWRAH,DOMJUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOWRAH/DOMJUR/1952---DOMJUR%20-(666).pdf,https://drive.google.com/file/d/18qR3-fMgClHO031cp578vN1W1j1hbLqa/view?usp=sharing
1952,HOWRAH,HOWRAH EAST,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOWRAH/HOWRAH%20EAST/1952---HOWRAH%20EAST%20%20-(756).pdf,https://drive.google.com/file/d/1MmpT21-Bqf1uxnZ2-5StCs6Qn0euVo73/view?usp=sharing
1952,HOWRAH,HOWRAH NORTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOWRAH/HOWRAH%20NORTH/1952---HOWRAH%20NORTH%20-(720).pdf,https://drive.google.com/file/d/1PrZj1qBEvswDPbDJhqnJW_Ps_jt7LQ9V/view?usp=sharing
1952,HOWRAH,HOWRAH SOUTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOWRAH/HOWRAH%20SOUTH/1952---HOWRAH%20SOUTH%20-(935).pdf,https://drive.google.com/file/d/1EXmbW1Gh0vDbfRjSe6FKDL_POCzrlpQA/view?usp=sharing
1952,HOWRAH,HOWRAH WEST,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOWRAH/HOWRAH%20WEST/1952---HOWRAH%20WEST%20-(898).pdf,https://drive.google.com/file/d/11ZQUC574b1m-osDLO69CTeyZMXvMwFGO/view?usp=sharing
1952,HOWRAH,JAGATBALLAVPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOWRAH/JAGATBALLAVPUR/1952---JAGATBALLAVPUR%20-(747).pdf,https://drive.google.com/file/d/1QOMJkBqtBO_b3aHRQtEPgPVNZXhjNhWq/view?usp=sharing
1952,HOWRAH,SHYAMPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOWRAH/SHYAMPUR/1952---SHYAMPUR%20-(786).pdf,https://drive.google.com/file/d/1OqUt6VQFGpISzBdUX78nfxFP7iwwramb/view?usp=sharing
1952,HOWRAH,ULUBERIA,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOWRAH/ULUBERIA/1952---ULUBERIA-(1487)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/HOWRAH/ULUBERIA/1952---ULUBERIA-(1487)-PART-2.pdf","https://drive.google.com/file/d/1sv5psC8x18Xp5H71dD7anhiFWVz62xur/view?usp=sharing, https://drive.google.com/file/d/1On46i2Mry0D-zXdF7jlOCF__yCDvYAdU/view?usp=sharing"
1952,MIDNAPORE,BHAGWANPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MIDNAPORE/BHAGWANPUR/1952---BHAGWANPUR-(1193).pdf,https://drive.google.com/file/d/18fduX1AKPz0R6CQtyq_jDVS0LQoBe6tz/view?usp=sharing
1952,MIDNAPORE,CONTAI NORTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MIDNAPORE/CONTAI%20NORTH/1952---CONTAI%20NORTH-(1150).pdf,https://drive.google.com/file/d/1IVVDjUAjmnRkTIwl5f5LIXoGf64HEMka/view?usp=sharing
1952,MIDNAPORE,CONTAI SOUTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MIDNAPORE/CONTAI%20SOUTH/1952---CONTAI%20SOUTH-(1367).pdf,https://drive.google.com/file/d/1vNJ5JD1UDVaa_Er2AtTkkUWkjSG-l4eg/view?usp=sharing
1952,MIDNAPORE,DASPORE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MIDNAPORE/DASPORE/1952---DASPORE-(932).pdf,https://drive.google.com/file/d/1zlUrTnxMb3Z2CsSh_t9NJ4ngGtkc_Qwf/view?usp=sharing
1952,MIDNAPORE,GHATAL VOL THREE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MIDNAPORE/GHATAL%20VOL%20THREE/1952---GHATAL%20VOL-3-(1034).pdf,https://drive.google.com/file/d/1qxQpEcjQV0NAzhDuk1HwDHYOkZFFgQM0/view?usp=sharing
1952,MIDNAPORE,GHATAL VOL TWO,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MIDNAPORE/GHATAL%20VOL%20TWO/1952---GHATAL%20VOL-2-(1200).pdf,https://drive.google.com/file/d/1dWdQiLWEdhtfZkxq4_6X5FK4TuHY1dcz/view?usp=sharing
1952,MIDNAPORE,KHEJURI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MIDNAPORE/KHEJURI/1952---KHEJURI-(%202229)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MIDNAPORE/KHEJURI/1952---KHEJURI-(%202229)-PART-2.pdf","https://drive.google.com/file/d/12klPAzIeFrVyeu1E7aRqrj5c-PInKdtN/view?usp=sharing, https://drive.google.com/file/d/1d1XypwwZYiZiHd0qNetUc5K54-gwQ0Cn/view?usp=sharing"
1952,MIDNAPORE,MAHISHADAL,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MIDNAPORE/MAHISHADAL/1952---MAHISHADAL-(892).pdf,https://drive.google.com/file/d/1qKQCTOkB6Xqiy3Bnd3oSkdsICXH7VgA_/view?usp=sharing
1952,MIDNAPORE,MAYNA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MIDNAPORE/MAYNA/1952---MAYNA-(947).pdf,https://drive.google.com/file/d/1dF3pGuyyMr9v9oFoLiXu0lE2b5xFqM9g/view?usp=sharing
1952,MIDNAPORE,NANDIGRAM NORTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MIDNAPORE/NANDIGRAM%20NORTH/1952---NANDIGRAM%20NORTH-(1191).pdf,https://drive.google.com/file/d/1Hw2aGxXpoi37Ta5-X_GdfXG7OoPHEEqU/view?usp=sharing
1952,MIDNAPORE,NANDIGRAM SOUTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MIDNAPORE/NANDIGRAM%20SOUTH/1952---NANDIGRAM%20SOUTH-(897).pdf,https://drive.google.com/file/d/1ZtoSxblDs-Qd76AXZYxCvNvMU3Uk16jr/view?usp=sharing
1952,MIDNAPORE,PASHKURA SOUTH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MIDNAPORE/PASHKURA%20SOUTH/1952---PASHKURA%20SOUTH-(1085).pdf,https://drive.google.com/file/d/10VVUyF0lg46egqJrqeOqSFwTAwvrElC4/view?usp=sharing
1952,MIDNAPORE,PATASHPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MIDNAPORE/PATASHPUR/1952---PATASHPUR-(1482).pdf,https://drive.google.com/file/d/1fjsSVZGGkdt3vASZJAipW-L2Gsk5T7wD/view?usp=sharing
1952,MIDNAPORE,RAMNAGAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MIDNAPORE/RAMNAGAR/1952---RAMNAGAR-(1321).pdf,https://drive.google.com/file/d/1RtWWk9XdYpf-LsOOMFbkNONNKNerMDSY/view?usp=sharing
1952,MIDNAPORE,SUTAHATA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MIDNAPORE/SUTAHATA/1952---SUTAHATA-(1034).pdf,https://drive.google.com/file/d/1dbtRY-ZWSgtc05g_FtOwLM3iSrlu7XFA/view?usp=sharing
1952,MIDNAPORE,TAMLUK,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MIDNAPORE/TAMLUK/1952---TAMLUK-(1041).pdf,https://drive.google.com/file/d/1mD4gPFuqTmoQ_FP-UEOO_HLJH3rxKewK/view?usp=sharing
1952,MURSIDABAD,BELDANGA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MURSIDABAD/BELDANGA/1952---BELDANGA-(811).pdf,https://drive.google.com/file/d/1WKVAhYNMlrKM5WP5M15n61042Y3McNJ6/view?usp=sharing
1952,MURSIDABAD,BERHAMPORE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MURSIDABAD/BERHAMPORE/1952---BERHAMPORE-(772).pdf,https://drive.google.com/file/d/1X1rCY4j9fipXclbhMw7uviO5eKAyqmdE/view?usp=sharing
1952,MURSIDABAD,BHARATPUR ONE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MURSIDABAD/BHARATPUR%20ONE/1952---BHARATPUR%201-(790).pdf,https://drive.google.com/file/d/105sRZijTXs6MMPy3_j1oVFaP0FHWX2Oy/view?usp=sharing
1952,MURSIDABAD,BHARATPUR TWO,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MURSIDABAD/BHARATPUR%20TWO/1952---BHARATPUR-2-(1022).pdf,https://drive.google.com/file/d/1aPKtPqJ-ZZipU_UKuZXH5zEnOqhwMUgE/view?usp=sharing
1952,MURSIDABAD,FARAKKA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MURSIDABAD/FARAKKA/1952---FARAKKA-(1002).pdf,https://drive.google.com/file/d/1-Ad_c5WMHEETkgwrf_W37QkFcSis7kcq/view?usp=sharing
1952,MURSIDABAD,HARIHARPARA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MURSIDABAD/HARIHARPARA/1952---HARIHARPARA(MUSHIDABAD)-(796).pdf,https://drive.google.com/file/d/1VWibj56F7aLH3jEqrzpOgIGNSLVDmYBN/view?usp=sharing
1952,MURSIDABAD,JALLANGI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MURSIDABAD/JALLANGI/1952---JALLANGI-(756).pdf,https://drive.google.com/file/d/1ZH-oNTmJqWPYFehIalgdpymmenVH_BE6/view?usp=sharing
1952,MURSIDABAD,KANDI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MURSIDABAD/KANDI/1952---KANDI-(943).pdf,https://drive.google.com/file/d/1HMNOfrcRCdyLfTuuL3urOv1vVB7X4cKo/view?usp=sharing
1952,MURSIDABAD,LALGOLA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MURSIDABAD/LALGOLA/1952---LALGOLA(MUSHIDABAD)-(950).pdf,https://drive.google.com/file/d/1XKXkVxtgIl_Gmqbwys9_hczoJrAOiOaI/view?usp=sharing
1952,MURSIDABAD,MURSIDABAD,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MURSIDABAD/MURSIDABAD/1952---MURSIDABAD-(1121).pdf,https://drive.google.com/file/d/1L0tVLW0HLoeb02QcG7OwF-8qgyjcx1ej/view?usp=sharing
1952,MURSIDABAD,NOWADA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MURSIDABAD/NOWADA/1952---NOWADA-(760).pdf,https://drive.google.com/file/d/1tokcstY8eaalX3hNDMX3HeWfoSM4yCNa/view?usp=sharing
1952,MURSIDABAD,RANINAGAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MURSIDABAD/RANINAGAR/1952---RANINAGAR-(829).pdf,https://drive.google.com/file/d/1SkPo0_lV7j7JtAvc3AvNrmiJeUDi47J6/view?usp=sharing
1952,MURSIDABAD,SAGARDIGHI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MURSIDABAD/SAGARDIGHI/1952---SAGARDIGHI-(2220)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MURSIDABAD/SAGARDIGHI/1952---SAGARDIGHI-(2220)-PART-2.pdf","https://drive.google.com/file/d/1Y8umhX47Yse-f22Bx2gXtUU0-3zpSNHS/view?usp=sharing, https://drive.google.com/file/d/1jxnEke0hb0aZdtOu25fKN1bOk_fC4NGJ/view?usp=sharing"
1952,MURSIDABAD,SUTI,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/MURSIDABAD/SUTI/1952---SUTI-(1018).pdf,https://drive.google.com/file/d/1Y5vlWYckqNjCvsoLVxq77MJUTgBMBKju/view?usp=sharing
1952,NADIA,CHAPRA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/NADIA/CHAPRA/1952---CHAPRA-(940).pdf,https://drive.google.com/file/d/1UQsIrko98Dnf4lH8RgDAeVdspZ8-NTyi/view?usp=sharing
1952,NADIA,KALIGANJ,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/NADIA/KALIGANJ/1952---KALIGANJ-(935).pdf,https://drive.google.com/file/d/1BoALqmAvRlXCgi__h6cXhEbMmbHXxXfU/view?usp=sharing
1952,NADIA,KARIMPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/NADIA/KARIMPUR/1952---KARIMPUR-(878).pdf,https://drive.google.com/file/d/1ZRQwH-aZC4yzYlveUXE4IQK1Pzfxv19v/view?usp=sharing
1952,NADIA,KRISHNAGAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/NADIA/KRISHNAGAR/1952---KRISHNAGAR-(820).pdf,https://drive.google.com/file/d/1pcE7u-EpKrhUAOOeHnM5YmO8tCtmU7rk/view?usp=sharing
1952,NADIA,NABADWIP,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/NADIA/NABADWIP/1952---NABADWIP-(721).pdf,https://drive.google.com/file/d/1nCysHgriHCned19jiwDYsZ5bkEmPGQVb/view?usp=sharing
1952,NADIA,NAKASIPARA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/NADIA/NAKASIPARA/1952---NAKASIPARA-(942).pdf,https://drive.google.com/file/d/1ojChbZXAJSwar1UzY8C7-sFAcRmuYYTs/view?usp=sharing
1952,NADIA,RANAGHAT,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/NADIA/RANAGHAT/1952---RANAGHAT-(2087)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/NADIA/RANAGHAT/1952---RANAGHAT-(2087)-PART-2.pdf","https://drive.google.com/file/d/1SsBzIjynzxP9gCaWeD-85LdIOj2wH28l/view?usp=sharing, https://drive.google.com/file/d/14IeQ0T2elGJgfMaYMDb_QuDYFIjs_b2a/view?usp=sharing"
1952,NADIA,SANTIPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/NADIA/SANTIPUR/1952---SANTIPUR-(828).pdf,https://drive.google.com/file/d/1GNWcN8ZqL2Ef_dHkY-nVnXCBb7bLmKHp/view?usp=sharing
1952,NADIA,TEHATTA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/NADIA/TEHATTA/1952---TEHATTA-(738).pdf,https://drive.google.com/file/d/1ZPA9coBjmdAZDrCjoTe2r7roR1Ph_wdi/view?usp=sharing
1952,TWENTY FOUR PARGANAS,BASIRHAT,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/BASIRHAT/1952---BASIRHAT%20(24-PARGANA)-(859).pdf,https://drive.google.com/file/d/17A7Uoof-pB36TWTQUQWRgIfXrPhxxPjA/view?usp=sharing
1952,TWENTY FOUR PARGANAS,BEHALA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/BEHALA/1952---BEHALA%20(24-PARGANAS)-(748).pdf,https://drive.google.com/file/d/1rjqoib5-0pFCCV2urVZmF2gu6ShgWFx0/view?usp=sharing
1952,TWENTY FOUR PARGANAS,BHANGAR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/BHANGAR/1952---BHANGAR(24-PARGANAS)-(1573)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/BHANGAR/1952---BHANGAR(24-PARGANAS)-(1573)-PART-2.pdf","https://drive.google.com/file/d/1K2mPrGTV32OgyXXvmjdr7NHkLnx_4P7m/view?usp=sharing, https://drive.google.com/file/d/1jqRvFTQ_IswJA9srGKGfD_HR_HTJO-1y/view?usp=sharing"
1952,TWENTY FOUR PARGANAS,BISHNUPORE,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/BISHNUPORE/1952---BISHNUPORE%20(24-PARGANAS)-(1599)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/BISHNUPORE/1952---BISHNUPORE%20(24-PARGANAS)-(1599)-PART-2.pdf","https://drive.google.com/file/d/14Ko9M4hDMGykUOH5CSiSxgeLyvaE0sDB/view?usp=sharing, https://drive.google.com/file/d/1ktN1nNirsjOXNhuM8Lc1OdpmT2K_6sTg/view?usp=sharing"
1952,TWENTY FOUR PARGANAS,BUDGE BUDGE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/BUDGE%20BUDGE/1952---BUDGE%20BUDGE%20(24-PARGANAS)-(668).pdf,https://drive.google.com/file/d/1ENYtYKM9D4TbNAQWdcFyQdF1FwLQFEl6/view?usp=sharing
1952,TWENTY FOUR PARGANAS,DEGANGA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/DEGANGA/1952---DEGANGA(24-PARGANAS)-(965).pdf,https://drive.google.com/file/d/1wCai3k7YNEvFXSBSkO69jPqezIBcGk2w/view?usp=sharing
1952,TWENTY FOUR PARGANAS,DIAMOND HARBOUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/DIAMOND%20HARBOUR/1952---DIAMOND%20HARBOUR%20(24-PARGANAS)-(1016).pdf,https://drive.google.com/file/d/1dGzM-A0bYEElO6MRy_ItASAvj6k7feg0/view?usp=sharing
1952,TWENTY FOUR PARGANAS,DUMDUM,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/DUMDUM/1952---DUMDUM(24-PARGANAS)-(697).pdf,https://drive.google.com/file/d/1ma3AUcjzG-sRwIgRe5m5vzmcY95NsNDO/view?usp=sharing
1952,TWENTY FOUR PARGANAS,FALTA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/FALTA/1952---FALTA%20(24-PARGANAS)-(982).pdf,https://drive.google.com/file/d/1ymxHaXdGhDjkRNMnBAmJtN0LH3GFDZta/view?usp=sharing
1952,TWENTY FOUR PARGANAS,GAIGHATA,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/GAIGHATA/1952---GAIGHATA%20(24-PARGANAS)-(1160).pdf,https://drive.google.com/file/d/1Xp9h99bE6axJybpODYAzew3Ve95AwHA0/view?usp=sharing
1952,TWENTY FOUR PARGANAS,GARDEN REACH,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/GARDEN%20REACH/1952---GARDEN%20REACH%20(24%20-PARGANAS)-(561).pdf,https://drive.google.com/file/d/10HfsbUmR6TpW8nKV9G5AGtl21j5CrIk8/view?usp=sharing
1952,TWENTY FOUR PARGANAS,HAROA SANDESKHALI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/HAROA%20SANDESKHALI/1952---HAROA-SANDESKHALI(24%20PARGANAS)-(1639)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/HAROA%20SANDESKHALI/1952---HAROA-SANDESKHALI(24%20PARGANAS)-(1639)-PART-2.pdf","https://drive.google.com/file/d/1UC-jOuOU-XLErDZs3M9jiCNVPuVVt8Nv/view?usp=sharing, https://drive.google.com/file/d/1MNRW2pwqS_v-tYgvNUpZKL4-rCTvLcR-/view?usp=sharing"
1952,TWENTY FOUR PARGANAS,HASNABAD,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/HASNABAD/1952---HASNABAD%20(24-PARGANAS)-(1545)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/HASNABAD/1952---HASNABAD%20(24-PARGANAS)-(1545)-PART-2.pdf","https://drive.google.com/file/d/1ywrbTkk1OBc48cq0sRCmmWCqr8hb09n3/view?usp=sharing, https://drive.google.com/file/d/1siLLnOBpL-YngdLcFM3599a0JiMQrK70/view?usp=sharing"
1952,TWENTY FOUR PARGANAS,JOYNAGAR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/JOYNAGAR/1952---JOYNAGAR%20(24-PARGANAS)-(1662)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/JOYNAGAR/1952---JOYNAGAR%20(24-PARGANAS)-(1662)-PART-2.pdf","https://drive.google.com/file/d/15yTJ27X2ikCQjNWvEQ-nWQ3nyDh7np_a/view?usp=sharing, https://drive.google.com/file/d/1qNUGUFvxWbFbrie-b967IUUjdvewQBvl/view?usp=sharing"
1952,TWENTY FOUR PARGANAS,KULPI,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/KULPI/1952---KULPI(24-PARGANAS)-(1787)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/KULPI/1952---KULPI(24-PARGANAS)-(1787)-PART-2.pdf","https://drive.google.com/file/d/11eP-oHq-fHQB6POOmT-QI0JQ9MzS-DBT/view?usp=sharing, https://drive.google.com/file/d/1yzht1Z4UaHNN75AsGa6ChcGsd7yavFg0/view?usp=sharing"
1952,TWENTY FOUR PARGANAS,MAGRAHAT,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/MAGRAHAT/1952---MAGRAHAT(24%20PARGANAS)-(%201589)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/MAGRAHAT/1952---MAGRAHAT(24%20PARGANAS)-(%201589)-PART-2.pdf","https://drive.google.com/file/d/1r5V0ZC0r8m8HzGLlPIcurbdSrOPog7-I/view?usp=sharing, https://drive.google.com/file/d/1rdrLVG8UMj-oEOK23vvNwxoDa3HhCo1p/view?usp=sharing"
1952,TWENTY FOUR PARGANAS,MATHURAPUR,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/MATHURAPUR/1952---MATHURAPUR%20(24-PARGANAS)-(1655)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/MATHURAPUR/1952---MATHURAPUR%20(24-PARGANAS)-(1655)-PART-2.pdf","https://drive.google.com/file/d/1OQdlpQoRi0LpR-Jp3oSwlJ2ArPo37KHf/view?usp=sharing, https://drive.google.com/file/d/19R74IN5fBpudUyf6OumUmHkUDucum7Ll/view?usp=sharing"
1952,TWENTY FOUR PARGANAS,SAGAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/SAGAR/1952---SAGAR%20(24-PARGANAS)-(776).pdf,https://drive.google.com/file/d/1MGhxVDQwknQh91j6JvJZshe4lw7lp0Vn/view?usp=sharing
1952,TWENTY FOUR PARGANAS,SANTIPUR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/SANTIPUR/1952---SANTIPUR(24%20PARGANAS)-(1148).pdf,https://drive.google.com/file/d/1-WhhcFqQHP02jLS3ZL_uOF7g9pHBQMFC/view?usp=sharing
1952,TWENTY FOUR PARGANAS,SWARUPNAGAR,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/SWARUPNAGAR/1952---SWARUPNAGAR%20(24-PARGANAS)-(927).pdf,https://drive.google.com/file/d/1jlKnGCPf9HcBgnLtDpQeb9QLAynBvDaO/view?usp=sharing
1952,TWENTY FOUR PARGANAS,TOLLYGUNGE,https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/24-PARGANAS/TOLLYGUNGE/1952---TOLLYGUNGE(24-PARGANAS)-(517).pdf,https://drive.google.com/file/d/1x23nWbor0dKWUAR9_hT9-jgaVXJjeP34/view?usp=sharing
1952,WEST DINAJPUR,BALURGHAT,"https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/WEST%20DINAJPUR/BALURGHAT/1952---BALURGHAT-(2984)-PART-1.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/WEST%20DINAJPUR/BALURGHAT/1952---BALURGHAT-(2984)-PART-2.pdf, https://oldelectoralrolls.wb.gov.in/PDF_LINK/1952/WEST%20DINAJPUR/BALURGHAT/1952---BALURGHAT-(2984)-PART-3.pdf","https://drive.google.com/file/d/1GKGpWD5pO3841uHlNQ4QfGZF4aA_ZNsU/view?usp=sharing, https://drive.google.com/file/d/1CVrH-gEDQwYuwXf37vUUDeFxLq-9gMaM/view?usp=sharing, https://drive.google.com/file/d/1Eu6myzGPaKXL7ZA-pC498xhg7MKDLXtI/view?usp=sharing"
